user_id,correct,wrong,passed,correct_ratio,hours
6729,16.0,26.0,37,0.38095238095238093,30.6
6730,2.0,0.0,10,1.0,0.3
6731,1.0,1.0,5,0.5,0.6
6735,9.0,6.0,25,0.6,16.4
6742,2.0,0.0,17,1.0,24.4
6746,2.0,0.0,10,1.0,20.6
6748,2.0,2.0,6,0.5,0.1
6749,2.0,0.0,11,1.0,26.2
6750,23.0,25.0,58,0.4791666666666667,47.1
6751,2.0,1.0,10,0.6666666666666666,0.0
6752,9.0,0.0,25,1.0,31.3
6754,2.0,0.0,10,1.0,40.0
6757,1.0,0.0,9,1.0,0.1
6758,13.0,105.0,38,0.11016949152542373,42.5
6762,2.0,0.0,8,1.0,0.0
6773,9.0,3.0,30,0.75,29.2
6774,2.0,0.0,6,1.0,0.0
6777,2.0,0.0,11,1.0,0.1
6783,2.0,0.0,3,1.0,2.2
6790,0.0,1.0,3,0.0,0.1
6791,5.0,3.0,43,0.625,1.1
6796,2.0,0.0,5,1.0,0.0
6797,18.0,2.0,1,0.9,0.0
6799,2.0,0.0,11,1.0,0.5
6800,14.0,1.0,35,0.9333333333333333,4.0
6801,0.0,2.0,3,0.0,10.4
6803,8.0,38.0,24,0.17391304347826086,23.9
6805,1.0,0.0,9,1.0,0.0
6807,12.0,14.0,1,0.46153846153846156,0.0
6808,14.0,2.0,36,0.875,25.0
6811,2.0,0.0,6,1.0,0.1
6812,5.0,1.0,1,0.8333333333333334,0.0
6814,13.0,6.0,36,0.6842105263157895,23.9
6815,30.0,86.0,4,0.25862068965517243,0.0
6816,2.0,0.0,1,1.0,0.0
6817,14.0,13.0,35,0.5185185185185185,2.3
6818,6.0,1.0,20,0.8571428571428571,0.9
6819,2.0,0.0,10,1.0,0.0
6822,2.0,0.0,11,1.0,0.6
6823,6.0,0.0,19,1.0,0.5
6827,30.0,41.0,1,0.4225352112676056,0.0
6828,4.0,3.0,12,0.5714285714285714,0.0
6829,8.0,13.0,28,0.38095238095238093,0.6
6830,2.0,1.0,12,0.6666666666666666,13.3
6833,10.0,39.0,3,0.20408163265306123,0.0
6836,1.0,4.0,32,0.2,0.8
6838,2.0,1.0,8,0.6666666666666666,0.6
6839,16.0,9.0,41,0.64,3.6
6841,2.0,0.0,6,1.0,0.0
6842,7.0,5.0,25,0.5833333333333334,11.4
6844,17.0,14.0,43,0.5483870967741935,48.0
6847,11.0,15.0,1,0.4230769230769231,0.0
6853,2.0,0.0,10,1.0,0.0
6854,11.0,31.0,32,0.2619047619047619,34.8
6856,6.0,5.0,19,0.5454545454545454,46.0
6859,0.0,4.0,1,0.0,1.1
6860,2.0,0.0,10,1.0,0.6
6861,9.0,0.0,30,1.0,47.5
6863,2.0,3.0,9,0.4,0.1
6864,2.0,0.0,9,1.0,3.0
6873,2.0,5.0,6,0.2857142857142857,0.1
6879,24.0,8.0,37,0.75,47.9
6881,9.0,1.0,25,0.9,19.5
6886,7.0,1.0,24,0.875,6.0
6889,1.0,0.0,2,1.0,0.0
6891,2.0,0.0,10,1.0,20.9
6893,2.0,0.0,9,1.0,31.1
6894,2.0,0.0,6,1.0,0.1
6896,23.0,5.0,55,0.8214285714285714,8.6
6898,2.0,0.0,11,1.0,20.7
6913,3.0,2.0,18,0.6,1.2
6916,2.0,0.0,14,1.0,0.3
6917,2.0,0.0,6,1.0,0.1
6918,8.0,5.0,25,0.6153846153846154,45.9
6919,2.0,5.0,12,0.2857142857142857,0.0
6926,2.0,6.0,10,0.25,0.5
6929,17.0,10.0,41,0.6296296296296297,32.5
6933,8.0,1.0,24,0.8888888888888888,2.1
6934,2.0,0.0,12,1.0,0.1
6935,9.0,27.0,30,0.25,28.0
6938,2.0,0.0,11,1.0,0.1
6940,5.0,0.0,16,1.0,39.9
6945,2.0,0.0,10,1.0,18.4
6946,20.0,54.0,61,0.2702702702702703,44.0
6947,2.0,3.0,7,0.4,22.4
6950,2.0,0.0,11,1.0,0.3
6954,2.0,1.0,8,0.6666666666666666,0.9
6956,2.0,2.0,14,0.5,5.3
6959,2.0,1.0,10,0.6666666666666666,0.1
6960,1.0,1.0,4,0.5,0.0
6962,5.0,4.0,17,0.5555555555555556,0.5
6964,27.0,18.0,56,0.6,46.0
6965,8.0,1.0,24,0.8888888888888888,2.2
6966,0.0,1.0,1,0.0,0.3
6970,1.0,1.0,2,0.5,0.0
6971,7.0,7.0,22,0.5,1.5
6973,14.0,30.0,42,0.3181818181818182,43.1
6974,7.0,11.0,20,0.3888888888888889,46.9
6975,2.0,0.0,15,1.0,0.1
6976,2.0,0.0,6,1.0,43.1
6977,9.0,9.0,25,0.5,18.9
6979,2.0,0.0,6,1.0,0.0
6980,6.0,1.0,22,0.8571428571428571,40.8
6983,2.0,0.0,11,1.0,20.6
6984,9.0,1.0,28,0.9,22.8
6990,2.0,2.0,10,0.5,0.1
6993,2.0,0.0,2,1.0,0.0
6996,15.0,26.0,1,0.36585365853658536,0.0
6997,5.0,9.0,16,0.35714285714285715,38.3
6999,2.0,0.0,10,1.0,0.2
7000,2.0,0.0,12,1.0,6.4
7001,9.0,6.0,29,0.6,19.3
7007,3.0,0.0,20,1.0,28.1
7008,9.0,0.0,25,1.0,0.8
7009,2.0,0.0,11,1.0,0.2
7013,2.0,0.0,6,1.0,0.1
7014,9.0,9.0,25,0.5,2.7
7015,1.0,0.0,4,1.0,0.0
7016,2.0,0.0,6,1.0,0.0
7018,2.0,0.0,10,1.0,0.0
7020,9.0,13.0,27,0.4090909090909091,2.8
7024,8.0,7.0,24,0.5333333333333333,46.6
7025,8.0,13.0,26,0.38095238095238093,47.8
7026,12.0,28.0,38,0.3,35.6
7027,8.0,0.0,22,1.0,28.4
7029,10.0,24.0,29,0.29411764705882354,33.1
7030,2.0,0.0,9,1.0,0.4
7033,9.0,3.0,21,0.75,47.8
7035,5.0,1.0,18,0.8333333333333334,1.8
7037,2.0,0.0,12,1.0,0.1
7044,14.0,29.0,2,0.32558139534883723,0.0
7045,2.0,0.0,9,1.0,0.0
7048,13.0,2.0,28,0.8666666666666667,42.3
7055,15.0,10.0,43,0.6,13.9
7058,2.0,0.0,12,1.0,0.4
7059,2.0,9.0,10,0.18181818181818182,12.7
7062,9.0,5.0,27,0.6428571428571429,23.1
7063,1.0,0.0,1,1.0,0.0
7066,2.0,1.0,10,0.6666666666666666,10.3
7069,3.0,2.0,11,0.6,0.1
7072,27.0,20.0,63,0.574468085106383,24.6
7073,1.0,6.0,1,0.14285714285714285,0.0
7074,5.0,12.0,5,0.29411764705882354,0.1
7076,9.0,0.0,30,1.0,24.1
7078,9.0,20.0,2,0.3103448275862069,42.7
7080,2.0,0.0,12,1.0,0.6
7081,9.0,3.0,25,0.75,2.9
7082,4.0,0.0,15,1.0,0.4
7087,1.0,1.0,9,0.5,13.8
7088,3.0,2.0,16,0.6,47.7
7089,16.0,19.0,49,0.45714285714285713,4.8
7092,23.0,10.0,7,0.696969696969697,0.1
7094,2.0,0.0,8,1.0,0.0
7095,2.0,0.0,10,1.0,20.4
7099,20.0,18.0,55,0.5263157894736842,25.8
7103,16.0,9.0,45,0.64,34.7
7111,1.0,0.0,4,1.0,0.1
7115,8.0,0.0,2,1.0,0.0
7116,2.0,7.0,12,0.2222222222222222,0.2
7123,2.0,0.0,10,1.0,25.3
7124,8.0,49.0,23,0.14035087719298245,7.4
7127,2.0,0.0,11,1.0,0.3
7128,12.0,1.0,35,0.9230769230769231,16.9
7129,8.0,31.0,23,0.20512820512820512,39.5
7133,13.0,10.0,35,0.5652173913043478,22.6
7148,19.0,16.0,57,0.5428571428571428,42.7
7149,19.0,45.0,53,0.296875,11.2
7152,26.0,5.0,3,0.8387096774193549,0.0
7153,2.0,0.0,2,1.0,0.2
7154,7.0,18.0,10,0.28,3.3
7155,2.0,0.0,12,1.0,8.4
7158,9.0,0.0,34,1.0,45.3
7161,1.0,4.0,8,0.2,0.2
7164,1.0,4.0,8,0.2,0.2
7166,9.0,6.0,30,0.6,38.4
7172,9.0,6.0,27,0.6,12.2
7173,1.0,0.0,9,1.0,0.0
7174,2.0,0.0,9,1.0,0.0
7178,6.0,8.0,1,0.42857142857142855,0.0
7180,8.0,7.0,28,0.5333333333333333,12.4
7184,5.0,3.0,16,0.625,42.4
7198,2.0,0.0,9,1.0,8.6
7199,2.0,0.0,10,1.0,36.6
7200,2.0,0.0,8,1.0,0.0
7201,5.0,9.0,19,0.35714285714285715,22.8
7202,14.0,8.0,1,0.6363636363636364,0.0
7203,1.0,1.0,10,0.5,0.3
7204,2.0,1.0,11,0.6666666666666666,0.2
7206,18.0,13.0,47,0.5806451612903226,14.5
7212,1.0,0.0,4,1.0,7.8
7218,15.0,12.0,40,0.5555555555555556,24.3
7220,1.0,0.0,4,1.0,0.0
7225,9.0,2.0,25,0.8181818181818182,38.7
7230,8.0,0.0,24,1.0,6.6
7232,7.0,1.0,27,0.875,25.4
7234,2.0,0.0,9,1.0,2.5
7238,2.0,0.0,9,1.0,0.4
7242,2.0,0.0,2,1.0,0.0
7245,3.0,1.0,11,0.75,0.2
7247,1.0,0.0,3,1.0,0.0
7250,14.0,5.0,1,0.7368421052631579,0.0
7255,2.0,0.0,17,1.0,0.2
7257,7.0,5.0,22,0.5833333333333334,47.8
7258,15.0,27.0,30,0.35714285714285715,24.9
7264,8.0,1.0,26,0.8888888888888888,47.9
7265,2.0,0.0,11,1.0,17.3
7266,8.0,3.0,25,0.7272727272727273,1.9
7268,9.0,6.0,27,0.6,24.9
7270,6.0,4.0,21,0.6,6.8
7273,8.0,0.0,23,1.0,28.9
7279,4.0,2.0,12,0.6666666666666666,0.1
7285,5.0,0.0,16,1.0,22.5
7294,9.0,1.0,25,0.9,2.0
7295,9.0,7.0,1,0.5625,0.0
7296,36.0,3.0,84,0.9230769230769231,26.3
7297,11.0,1.0,32,0.9166666666666666,42.3
7299,8.0,10.0,33,0.4444444444444444,48.0
7300,2.0,2.0,10,0.5,0.9
7301,16.0,7.0,41,0.6956521739130435,47.9
7303,1.0,21.0,12,0.045454545454545456,0.3
7306,2.0,0.0,14,1.0,24.0
7313,17.0,9.0,40,0.6538461538461539,11.2
7317,6.0,1.0,19,0.8571428571428571,45.6
7322,1.0,0.0,9,1.0,9.7
7323,29.0,27.0,1,0.5178571428571429,0.0
7324,2.0,0.0,1,1.0,0.0
7325,18.0,20.0,47,0.47368421052631576,47.5
7327,18.0,5.0,38,0.782608695652174,13.2
7329,2.0,0.0,9,1.0,2.4
7330,2.0,0.0,1,1.0,0.0
7331,8.0,5.0,22,0.6153846153846154,6.1
7336,6.0,1.0,20,0.8571428571428571,31.4
7341,15.0,8.0,37,0.6521739130434783,48.0
7344,2.0,0.0,9,1.0,0.1
7345,36.0,11.0,90,0.7659574468085106,48.0
7346,7.0,1.0,19,0.875,0.0
7352,1.0,0.0,11,1.0,0.2
7353,3.0,0.0,13,1.0,0.0
7356,2.0,0.0,9,1.0,0.2
7359,3.0,1.0,1,0.75,0.0
7366,15.0,13.0,35,0.5357142857142857,24.1
7367,1.0,0.0,1,1.0,1.1
7370,9.0,3.0,25,0.75,44.7
7371,2.0,0.0,12,1.0,14.2
7372,2.0,0.0,10,1.0,3.6
7376,8.0,17.0,25,0.32,2.7
7380,2.0,4.0,10,0.3333333333333333,17.3
7383,0.0,2.0,4,0.0,26.2
7384,3.0,1.0,14,0.75,37.2
7386,9.0,1.0,25,0.9,1.7
7387,9.0,1.0,24,0.9,1.4
7390,5.0,3.0,18,0.625,25.3
7394,2.0,1.0,6,0.6666666666666666,0.0
7399,9.0,40.0,25,0.1836734693877551,47.9
7400,4.0,6.0,15,0.4,41.7
7402,1.0,0.0,4,1.0,0.0
7403,1.0,1.0,15,0.5,1.4
7407,3.0,0.0,13,1.0,13.7
7409,9.0,4.0,24,0.6923076923076923,0.6
7418,19.0,17.0,50,0.5277777777777778,46.3
7421,11.0,9.0,32,0.55,46.9
7422,9.0,37.0,25,0.1956521739130435,47.3
7423,2.0,0.0,10,1.0,0.1
7425,2.0,0.0,1,1.0,0.0
7428,9.0,1.0,31,0.9,1.0
7429,2.0,0.0,8,1.0,0.5
7433,2.0,0.0,2,1.0,32.9
7438,2.0,0.0,19,1.0,22.5
7441,6.0,9.0,3,0.4,0.0
7442,2.0,0.0,4,1.0,10.3
7447,1.0,0.0,10,1.0,0.1
7451,2.0,1.0,2,0.6666666666666666,0.0
7454,11.0,11.0,35,0.5,6.7
7462,2.0,1.0,10,0.6666666666666666,0.1
7465,2.0,0.0,11,1.0,0.4
7467,4.0,0.0,15,1.0,25.2
7471,2.0,0.0,9,1.0,38.3
7474,16.0,4.0,1,0.8,0.0
7475,2.0,0.0,12,1.0,0.4
7478,2.0,3.0,8,0.4,0.7
7480,2.0,1.0,6,0.6666666666666666,0.1
7481,2.0,0.0,10,1.0,0.1
7483,4.0,0.0,16,1.0,0.3
7484,15.0,9.0,37,0.625,37.2
7491,8.0,12.0,12,0.4,48.0
7493,9.0,0.0,19,1.0,0.7
7494,7.0,4.0,22,0.6363636363636364,1.2
7496,7.0,1.0,21,0.875,37.3
7499,9.0,1.0,27,0.9,46.4
7501,1.0,0.0,12,1.0,0.4
7504,2.0,0.0,12,1.0,4.0
7507,9.0,2.0,24,0.8181818181818182,21.4
7512,2.0,0.0,9,1.0,0.6
7514,2.0,4.0,11,0.3333333333333333,4.3
7522,9.0,10.0,25,0.47368421052631576,4.1
7523,2.0,0.0,10,1.0,0.1
7525,9.0,24.0,33,0.2727272727272727,21.2
7534,6.0,0.0,19,1.0,0.9
7536,3.0,0.0,9,1.0,14.6
7540,2.0,0.0,10,1.0,0.1
7544,1.0,0.0,9,1.0,28.6
7545,2.0,0.0,13,1.0,0.7
7552,4.0,2.0,15,0.6666666666666666,0.3
7557,7.0,2.0,28,0.7777777777777778,47.4
7558,1.0,0.0,5,1.0,0.6
7559,46.0,3.0,117,0.9387755102040817,31.9
7560,2.0,0.0,11,1.0,0.1
7561,8.0,4.0,24,0.6666666666666666,39.2
7562,2.0,5.0,12,0.2857142857142857,0.8
7564,2.0,0.0,9,1.0,20.2
7571,6.0,9.0,20,0.4,40.2
7576,7.0,2.0,17,0.7777777777777778,46.2
7579,2.0,0.0,12,1.0,32.5
7580,7.0,8.0,23,0.4666666666666667,45.6
7581,10.0,20.0,31,0.3333333333333333,31.5
7582,2.0,1.0,9,0.6666666666666666,0.2
7589,2.0,6.0,12,0.25,0.4
7591,5.0,2.0,16,0.7142857142857143,6.6
7596,9.0,6.0,29,0.6,45.8
7599,2.0,1.0,12,0.6666666666666666,38.3
7604,2.0,0.0,11,1.0,0.2
7605,9.0,3.0,24,0.75,24.7
7608,2.0,0.0,12,1.0,11.1
7611,9.0,1.0,24,0.9,7.7
7612,9.0,47.0,30,0.16071428571428573,22.6
7614,10.0,5.0,6,0.6666666666666666,0.0
7615,5.0,6.0,9,0.45454545454545453,24.5
7620,3.0,11.0,21,0.21428571428571427,10.4
7622,3.0,0.0,37,1.0,34.3
7627,18.0,9.0,1,0.6666666666666666,0.0
7631,2.0,0.0,9,1.0,0.0
7634,36.0,76.0,90,0.32142857142857145,47.8
7636,8.0,1.0,23,0.8888888888888888,34.1
7639,1.0,0.0,4,1.0,0.2
7640,2.0,0.0,11,1.0,0.1
7642,8.0,2.0,23,0.8,24.7
7645,5.0,3.0,17,0.625,0.8
7646,1.0,0.0,4,1.0,0.0
7647,8.0,4.0,1,0.6666666666666666,0.0
7652,27.0,10.0,42,0.7297297297297297,1.8
7656,2.0,5.0,9,0.2857142857142857,0.1
7660,2.0,0.0,9,1.0,13.8
7664,11.0,22.0,34,0.3333333333333333,15.9
7665,6.0,3.0,21,0.6666666666666666,47.8
7666,1.0,1.0,13,0.5,32.7
7670,8.0,3.0,27,0.7272727272727273,37.6
7677,2.0,0.0,9,1.0,0.5
7678,2.0,0.0,1,1.0,0.0
7679,1.0,0.0,6,1.0,20.9
7682,31.0,8.0,76,0.7948717948717948,47.9
7687,2.0,0.0,9,1.0,0.2
7688,13.0,12.0,36,0.52,5.2
7690,2.0,2.0,10,0.5,4.9
7691,0.0,1.0,2,0.0,0.0
7692,2.0,0.0,8,1.0,11.8
7695,29.0,38.0,68,0.43283582089552236,47.4
7705,8.0,35.0,25,0.18604651162790697,11.6
7707,28.0,15.0,65,0.6511627906976745,26.9
7712,2.0,3.0,10,0.4,0.3
7713,10.0,0.0,34,1.0,47.2
7715,2.0,0.0,11,1.0,2.5
7716,1.0,0.0,4,1.0,0.2
7717,2.0,5.0,9,0.2857142857142857,0.1
7720,9.0,0.0,28,1.0,4.1
7721,4.0,4.0,16,0.5,3.2
7725,2.0,1.0,6,0.6666666666666666,0.1
7729,2.0,0.0,12,1.0,44.7
7735,2.0,0.0,8,1.0,0.0
7736,2.0,1.0,11,0.6666666666666666,0.2
7741,9.0,5.0,3,0.6428571428571429,0.0
7742,9.0,7.0,28,0.5625,47.2
7745,9.0,3.0,30,0.75,27.3
7751,2.0,0.0,10,1.0,0.2
7755,10.0,1.0,28,0.9090909090909091,19.2
7760,2.0,0.0,11,1.0,4.8
7761,3.0,55.0,2,0.05172413793103448,0.0
7767,28.0,2.0,63,0.9333333333333333,46.2
7768,29.0,9.0,66,0.7631578947368421,46.9
7769,24.0,65.0,61,0.2696629213483146,35.7
7772,2.0,0.0,9,1.0,0.0
7774,1.0,2.0,10,0.3333333333333333,0.3
7775,2.0,0.0,9,1.0,0.0
7777,9.0,4.0,27,0.6923076923076923,25.0
7778,2.0,3.0,2,0.4,0.0
7780,15.0,31.0,41,0.32608695652173914,48.0
7781,8.0,1.0,26,0.8888888888888888,1.3
7783,16.0,15.0,39,0.5161290322580645,28.9
7789,3.0,0.0,16,1.0,0.3
7790,16.0,10.0,39,0.6153846153846154,28.9
7802,2.0,0.0,8,1.0,1.0
7809,2.0,0.0,8,1.0,7.9
7811,2.0,0.0,7,1.0,0.0
7813,2.0,0.0,10,1.0,21.4
7816,2.0,0.0,9,1.0,0.2
7823,2.0,0.0,11,1.0,22.7
7824,5.0,7.0,80,0.4166666666666667,21.4
7827,2.0,0.0,9,1.0,0.1
7830,2.0,7.0,12,0.2222222222222222,0.9
7831,2.0,0.0,3,1.0,0.2
7835,2.0,4.0,1,0.3333333333333333,10.9
7836,5.0,1.0,16,0.8333333333333334,17.4
7844,2.0,0.0,10,1.0,0.9
7846,0.0,2.0,1,0.0,0.1
7849,2.0,0.0,10,1.0,0.1
7851,2.0,1.0,10,0.6666666666666666,43.9
7855,2.0,0.0,2,1.0,0.1
7856,15.0,14.0,39,0.5172413793103449,25.4
7858,9.0,2.0,25,0.8181818181818182,12.1
7859,2.0,8.0,10,0.2,0.2
7863,29.0,21.0,67,0.58,22.1
7864,9.0,9.0,3,0.5,0.0
7865,2.0,0.0,9,1.0,1.7
7866,8.0,5.0,77,0.6153846153846154,35.5
7867,3.0,0.0,6,1.0,0.1
7868,2.0,0.0,10,1.0,0.3
7869,13.0,6.0,1,0.6842105263157895,0.0
7871,10.0,10.0,27,0.5,4.3
7873,2.0,1.0,6,0.6666666666666666,3.1
7874,14.0,1.0,37,0.9333333333333333,47.3
7879,7.0,0.0,22,1.0,3.1
7881,2.0,0.0,3,1.0,0.1
7883,0.0,1.0,0,0.0,0.1
7885,2.0,0.0,14,1.0,19.3
7886,2.0,0.0,10,1.0,0.0
7895,24.0,28.0,17,0.46153846153846156,48.0
7899,17.0,26.0,46,0.3953488372093023,43.7
7901,1.0,1.0,2,0.5,0.0
7904,17.0,11.0,43,0.6071428571428571,29.1
7906,14.0,1.0,37,0.9333333333333333,46.7
7907,2.0,0.0,11,1.0,2.1
7908,2.0,0.0,8,1.0,0.1
7910,15.0,34.0,38,0.30612244897959184,47.0
7912,27.0,19.0,65,0.5869565217391305,31.7
7913,1.0,2.0,5,0.3333333333333333,0.4
7914,2.0,1.0,10,0.6666666666666666,0.0
7916,2.0,0.0,10,1.0,0.0
7917,9.0,1.0,25,0.9,37.6
7921,13.0,17.0,35,0.43333333333333335,42.2
7923,0.0,3.0,7,0.0,26.7
7935,9.0,1.0,29,0.9,2.3
7940,2.0,0.0,9,1.0,10.3
7943,1.0,0.0,11,1.0,0.5
7947,17.0,95.0,56,0.15178571428571427,43.5
7948,16.0,9.0,37,0.64,39.5
7951,2.0,0.0,9,1.0,0.0
7952,2.0,0.0,12,1.0,9.6
7959,22.0,30.0,5,0.4230769230769231,0.1
7960,8.0,0.0,25,1.0,47.1
7962,2.0,0.0,10,1.0,2.2
7964,4.0,15.0,21,0.21052631578947367,47.9
7968,2.0,0.0,9,1.0,0.0
7978,10.0,32.0,23,0.23809523809523808,5.3
7979,36.0,13.0,94,0.7346938775510204,25.0
7983,2.0,0.0,11,1.0,0.1
7992,19.0,41.0,44,0.31666666666666665,31.9
7996,15.0,2.0,36,0.8823529411764706,31.3
7998,2.0,4.0,8,0.3333333333333333,0.2
7999,7.0,1.0,22,0.875,42.9
8000,2.0,1.0,10,0.6666666666666666,5.9
8003,1.0,0.0,4,1.0,0.1
8004,18.0,21.0,48,0.46153846153846156,45.4
8009,7.0,34.0,20,0.17073170731707318,1.1
8011,20.0,5.0,47,0.8,38.5
8013,2.0,0.0,10,1.0,15.0
8015,3.0,6.0,8,0.3333333333333333,9.8
8017,5.0,0.0,16,1.0,1.1
8018,2.0,0.0,9,1.0,0.0
8021,7.0,4.0,19,0.6363636363636364,15.2
8028,2.0,1.0,12,0.6666666666666666,40.5
8031,2.0,0.0,12,1.0,1.0
8032,7.0,7.0,14,0.5,30.3
8035,2.0,0.0,10,1.0,27.7
8037,2.0,0.0,10,1.0,0.1
8038,2.0,0.0,9,1.0,0.1
8039,2.0,1.0,9,0.6666666666666666,19.6
8043,2.0,0.0,9,1.0,22.4
8044,2.0,0.0,12,1.0,36.0
8048,2.0,0.0,8,1.0,0.0
8051,7.0,19.0,21,0.2692307692307692,28.7
8055,15.0,66.0,42,0.18518518518518517,12.3
8056,16.0,5.0,41,0.7619047619047619,23.8
8057,13.0,13.0,16,0.5,0.9
8058,2.0,0.0,10,1.0,0.0
8059,2.0,0.0,8,1.0,42.4
8062,2.0,0.0,10,1.0,0.6
8063,2.0,1.0,9,0.6666666666666666,0.7
8065,2.0,2.0,12,0.5,0.4
8066,13.0,5.0,1,0.7222222222222222,0.0
8073,2.0,0.0,9,1.0,0.3
8075,2.0,2.0,10,0.5,0.0
8079,2.0,0.0,12,1.0,1.4
8080,6.0,7.0,19,0.46153846153846156,2.6
8082,1.0,0.0,1,1.0,0.0
8084,2.0,0.0,6,1.0,0.0
8086,16.0,8.0,1,0.6666666666666666,0.0
8091,2.0,0.0,6,1.0,0.1
8092,13.0,5.0,35,0.7222222222222222,21.9
8094,2.0,0.0,3,1.0,0.0
8096,13.0,13.0,32,0.5,27.8
8101,16.0,0.0,41,1.0,44.2
8105,8.0,6.0,23,0.5714285714285714,26.9
8114,2.0,0.0,8,1.0,0.4
8117,9.0,6.0,24,0.6,38.1
8118,14.0,6.0,37,0.7,0.9
8126,2.0,0.0,7,1.0,2.4
8127,8.0,1.0,26,0.8888888888888888,19.7
8131,13.0,3.0,37,0.8125,47.6
8136,1.0,0.0,5,1.0,0.5
8139,13.0,19.0,32,0.40625,1.4
8140,5.0,12.0,25,0.29411764705882354,15.6
8142,7.0,6.0,21,0.5384615384615384,16.3
8143,12.0,43.0,38,0.21818181818181817,47.0
8145,2.0,0.0,10,1.0,0.4
8149,9.0,7.0,26,0.5625,2.0
8150,16.0,12.0,39,0.5714285714285714,46.4
8157,2.0,3.0,10,0.4,2.8
8160,9.0,4.0,29,0.6923076923076923,26.0
8161,2.0,0.0,6,1.0,0.1
8162,2.0,0.0,5,1.0,0.0
8167,2.0,0.0,31,1.0,4.5
8168,15.0,5.0,39,0.75,38.6
8169,12.0,0.0,34,1.0,47.0
8172,12.0,21.0,32,0.36363636363636365,8.4
8174,8.0,0.0,24,1.0,1.0
8179,8.0,8.0,23,0.5,46.3
8181,15.0,12.0,39,0.5555555555555556,40.6
8184,4.0,1.0,17,0.8,0.9
8185,2.0,0.0,6,1.0,0.1
8190,2.0,0.0,10,1.0,0.0
8191,33.0,47.0,78,0.4125,44.1
8192,2.0,0.0,9,1.0,6.6
8194,30.0,13.0,53,0.6976744186046512,46.7
8198,8.0,7.0,1,0.5333333333333333,0.0
8199,2.0,0.0,11,1.0,0.1
8200,2.0,3.0,12,0.4,18.0
8201,2.0,0.0,11,1.0,0.0
8202,3.0,0.0,13,1.0,0.9
8204,5.0,13.0,17,0.2777777777777778,3.5
8206,2.0,0.0,9,1.0,0.0
8207,9.0,3.0,25,0.75,23.9
8219,0.0,1.0,1,0.0,0.3
8220,15.0,7.0,42,0.6818181818181818,13.6
8223,2.0,0.0,10,1.0,0.6
8233,8.0,17.0,26,0.32,28.5
8235,11.0,4.0,33,0.7333333333333333,46.6
8240,16.0,11.0,40,0.5925925925925926,36.1
8242,27.0,83.0,61,0.24545454545454545,44.7
8247,11.0,14.0,33,0.44,28.5
8252,1.0,0.0,3,1.0,0.0
8253,29.0,21.0,44,0.58,46.3
8259,1.0,0.0,4,1.0,1.8
8261,2.0,1.0,11,0.6666666666666666,0.1
8263,30.0,83.0,63,0.26548672566371684,30.0
8264,9.0,4.0,27,0.6923076923076923,25.3
8265,6.0,3.0,19,0.6666666666666666,6.4
8269,1.0,0.0,7,1.0,0.0
8273,36.0,18.0,86,0.6666666666666666,41.3
8275,1.0,1.0,4,0.5,7.9
8276,18.0,21.0,47,0.46153846153846156,24.5
8277,11.0,6.0,30,0.6470588235294118,33.8
8278,2.0,0.0,2,1.0,9.7
8279,4.0,0.0,19,1.0,0.2
8281,2.0,2.0,4,0.5,0.0
8284,2.0,0.0,1,1.0,0.0
8288,1.0,0.0,4,1.0,1.9
8289,4.0,4.0,16,0.5,45.7
8291,1.0,5.0,5,0.16666666666666666,25.7
8292,12.0,34.0,34,0.2608695652173913,47.8
8295,2.0,0.0,10,1.0,1.7
8296,8.0,27.0,33,0.22857142857142856,42.0
8297,2.0,0.0,2,1.0,0.1
8298,18.0,16.0,50,0.5294117647058824,47.2
8299,2.0,0.0,8,1.0,0.0
8300,2.0,0.0,9,1.0,0.6
8304,3.0,17.0,13,0.15,27.4
8305,2.0,0.0,12,1.0,0.8
8309,2.0,0.0,8,1.0,0.6
8310,2.0,0.0,10,1.0,4.7
8318,7.0,12.0,22,0.3684210526315789,46.1
8319,8.0,1.0,25,0.8888888888888888,45.9
8320,16.0,3.0,40,0.8421052631578947,4.7
8324,16.0,80.0,54,0.16666666666666666,43.2
8325,28.0,10.0,65,0.7368421052631579,35.7
8331,17.0,25.0,45,0.40476190476190477,47.7
8335,2.0,0.0,10,1.0,0.3
8338,2.0,0.0,1,1.0,0.0
8342,2.0,0.0,8,1.0,0.0
8343,11.0,17.0,34,0.39285714285714285,33.5
8344,2.0,0.0,6,1.0,15.0
8345,2.0,0.0,8,1.0,38.2
8348,16.0,4.0,40,0.8,26.4
8351,1.0,0.0,1,1.0,0.0
8354,2.0,0.0,10,1.0,44.3
8355,2.0,0.0,9,1.0,0.4
8358,2.0,1.0,1,0.6666666666666666,0.0
8359,29.0,99.0,65,0.2265625,21.9
8361,18.0,9.0,35,0.6666666666666666,47.9
8362,2.0,0.0,9,1.0,0.1
8364,2.0,0.0,10,1.0,0.1
8372,2.0,0.0,11,1.0,0.2
8374,2.0,1.0,9,0.6666666666666666,0.1
8376,5.0,0.0,32,1.0,21.9
8377,2.0,1.0,10,0.6666666666666666,26.6
8383,1.0,0.0,9,1.0,0.1
8384,2.0,0.0,11,1.0,0.2
8389,13.0,1.0,36,0.9285714285714286,32.9
8391,13.0,2.0,35,0.8666666666666667,14.0
8394,3.0,6.0,7,0.3333333333333333,1.3
8396,8.0,7.0,23,0.5333333333333333,21.5
